id,name,short_description,price,list_price,discount,discount_rate,all_time_quantity_sold,inventory_status,stock_item_qty,stock_item_max_sale_qty,date
275905148,Nâng Cao Tần Số Năng Lượng Cá Nhân,"Có một điều mà nhiều nhà tâm lý học cũng như nhà khoa học có thể cùng đồng thuận, đó là vạn vật trong Vũ trụ đều được tạo thành từ năng lượng, bao gồm cả bạn. Ngay bây giờ, năng lượng đang di chuyển q...",125000,179000,54000,30,220.0,available,1000,1000,2025-04-14
275702538,Chat GPT Thực Chiến,"Trong thời đại hiện nay, tất cả những ai không muốn bị tụt hậu đều cần học về các công cụ AI, đặc biệt là biết cách sử dụng công cụ AI trong thực tế. Nếu nắm vững các kiến thức xoay quanh các công cụ ...",116000,169000,53000,31,2569.0,available,1000,1000,2025-04-14
275406600,Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu,"Trong cuộc chiến thu hút khách hàng, các doanh nghiệp đầu tư hàng triệu đô la để cải thiện trải nghiệm của khách hàng. Họ giao hàng nhanh hơn, tung ra các sản phẩm mới và không ngừng cải tiến giao diệ...",135800,195000,59200,30,2074.0,available,1000,1000,2025-04-14
274363543,Con Đường Chẳng Mấy Ai Đi,Con Đường Chẳng Mấy Ai Đi:Có lẽ không quyển sách nào trong thế kỷ này có tác động sâu sắc đến đời sống trí tuệ và tinh thần của chúng ta hơn Con Đường Chẳng Mấy Ai Đi. Với doanh số trên 10 triệu bản ...,110000,165000,55000,33,3128.0,available,1000,1000,2025-04-14
273819808,Tâm Lý Học Về Tiền,"Tiền bạc có ở khắp mọi nơi, nó ảnh hưởng đến tất cả chúng ta, và khiến phần lớn chúng ta bối rối. Mọi người nghĩ về nó theo những cách hơi khác nhau một chút. Nó mang lại những bài học có thể được áp ...",127000,189000,62000,33,27184.0,available,1000,1000,2025-04-14
271380890,Đúng Việc,"Đúng Việc - Một Góc Nhìn Về Câu Chuyện Khai Minh“Đúng Việc” là con đường cho mọi đổi thay có tính cách mạng của cá nhân, gia đình, tổ chức và quốc gia. Sách “Đúng Việc” đề cập đến những vấn đề căn cơ...",81250,125000,43750,35,16139.0,available,1000,1000,2025-04-14
263070154,Giải mã Hoóc-môn Dopamine,GIẢI MÃ HOÓC-MÔN DOPAMINHoóc-môn Dopamine là gì?Dopamine là một chất dẫn truyền thần kinh tự nhiên trong cơ thể con người và động vật. Nó được sản xuất trong não và tham gia vào việc truyền tải các ...,140000,198000,58000,29,3433.0,available,1000,1000,2025-04-14
262590428,Búp Sen Xanh,"Búp Sen XanhGiới thiệu tác giảNhà văn Sơn Tùng, sinh năm 1928 tại Diễn Châu, Nghệ An. Ông được Nhà nước phong tặng danh hiệu Anh hùng Lao động thời kì đổi mới, năm 2011. Ông là nhà văn Việt Nam với...",52700,72000,19300,27,2396.0,available,1000,1000,2025-04-14
261982682,Cuộc cách mạng Glucose,"Có tới 90 % dân số thế giới đang bị thừa glucose – nhưng hầu hết đều không biết điều đó. Chúng ta còn không biết rằng chính tình trạng này đang âm thầm gây nên các triệu chứng như thèm ăn, mệt mỏi, vô...",103000,158000,55000,35,1441.0,available,1000,1000,2025-04-14
253129523,Atomic Habits - Thay Đổi Tí Hon Hiệu Quả Bất Ngờ (Tái Bản 2023),"    Atomic Habits - Thay Đổi Tí Hon Hiệu Quả Bất Ngờ (Tái Bản 2023)   • Wall Street Journal Bestseller, USA Today Bestseller, Publisher’s Weekly Bestseller   • Nằm trong Top 20 tựa sách thể loại ...",149300,189000,39700,21,1160.0,available,1000,1000,2025-04-14
229714486,Giải Trí Đến Chết,"“Tác phẩm kinh điển bán chạy nhất của bậc thầy Neil Postman, một bậc thầy về nghiên cứu văn hóa truyền thông.’’- Tại sao bây giờ những công việc liên quan đến giải trí lại kiếm được khá nhiều ?- Tại...",124600,179000,54400,30,1066.0,available,1000,1000,2025-04-14
212597849,Bookmark kẹp sách giấy cứng,Bookmark thẻ đánh dấu sách sáng tạo Số lượng: 1 thẻKích thước: 4 * 15cmChất liệu: GiấyTrọng lượng: 65gNăm phát hành : 2021...,6480,9000,2520,28,3018.0,available,1000,1000,2025-04-14
209389165,Bookmark kẹp sách giấy cứng, Bookmark thẻ đánh dấu sách sáng tạo  Số lượng: 1 thẻKích thước: 4 * 15cmChất liệu: GiấyTrọng lượng: 65gNăm phát hành : 2021...,2000,2000,0,0,9217.0,available,1000,1000,2025-04-14
207256575,Định luật Murphy – Mọi bí mật tâm lý thao túng cuộc đời bạn,"Nếu một điều tồi tệ có thể xảy ra, nó sẽ xảy ra!Khi một món đồ quan trọng bị rơi, nó có xu hướng lăn tới dưới ngăn tủ nặng nhất.Khi hai tay bạn cầm đầy đồ đạc, mũi bạn bắt đầu ngứa.Khi bạn sợ gặp m...",83600,119000,35400,30,7814.0,available,1000,1000,2025-04-14
202879294,Người Đàn Ông Mang Tên Ove (Tái Bản 2022),Người đàn ông mang tên Ove năm nay năm mươi chín tuổi. Ông là kiểu người hay chỉ thẳng mặt những kẻ mà ông không ưa như thể họ là bọn ăn trộm và ngón trỏ của ông là cây đèn pin của cảnh sát. Ove tin t...,101000,160000,59000,37,4539.0,available,1000,1000,2025-04-14
195291930,Bốn Thỏa Ước,"BỐN THỎA ƯỚCBí quyết sống tự do, bình an, hạnh phúc giữa thế giới bất địnhdon Miguel Ruiz - Hậu duệ của người Toltec cổ xưaHàng ngàn năm trước, người Toltec nổi tiếng khắp miền Nam Mexico là những ...",89100,130000,40900,31,3597.0,available,1000,1000,2025-04-14
194960730,Nỗi buồn chiến tranh,"Tác phẩm là dòng hồi ức của người lính về chiến tranh và thời tuổi trẻ đã trải qua trong bom đạn. Đó là lòng tiếc thương vô hạn đối với những người cùng thế hệ với mình đã nằm xuống, là ám ảnh về thân...",80000,130000,50000,38,2837.0,available,1000,1000,2025-04-14
193614514,[Gift] Tặng 01 bookmark cho mỗi đơn hàng,"Bookmark tặng kèm theo cho mỗi đơn hàngKích thước: 5  x 15 cmIn màu 2 mặt, có kèm những câu nói hay về sách và văn hóa đọc sách....",30000,30000,0,0,1695.0,available,1000,1000,2025-04-14
187843291,Nhật ký Đặng Thùy Trâm,"Một cuốn nhật kí nhặt được bên xác của một nữ Việt Cộng đã suýt bị người lính Mỹ ném vào lửa, nhưng người phiên dịch đã khuyên anh ta nên giữ lại vì ""trong đó có lửa"". Nhật kí Đặng Thùy Trâm là những ...",64700,90000,25300,28,1532.0,available,1000,1000,2025-04-14
177487151,Nếu Biết Trăm Năm Là Hữu Hạn,"Nếu biết trăm năm là hữu hạn ngay từ tên gọi đã rất gợi mở và đầy ẩn ý. Với những cảm xúc sâu lắng, bao gồm những bài viết ngắn, đầy chất thơ, chiêm nghiệm về mọi vấn đề của cuộc sống hôm nay, với nhữ...",121000,159000,38000,24,1591.0,available,1000,1000,2025-04-14
170708233,Thay Đổi Tí Hon - Hiệu Quả Bất Ngờ Atomic Habits (Tái Bản Lần 4),Nằm trong Top 20 tựa sách thể loại non-fiction bán chạy và được tìm đọc nhiều nhất của Amazon suốt 40 tuần tính đến tháng 9/2019.“Thành công là sản phẩm của thói quen hằng ngày – không phải của một c...,142000,189000,47000,25,10542.0,available,1000,1000,2025-04-14
101782486,"Deep Work - Làm Ra Làm, Chơi Ra Chơi (Tái Bản)","Đã bao giờ bạn ngồi xuống để làm việc và sau đó, không hề nhận ra mình lại kết thúc bằng việc dành một (vài) tiếng đồng hồ lướt Youtube, Facebook, tin tức? Tất cả chúng ta đều đã từng làm vậy. Có vẻ n...",106000,159000,53000,33,2754.0,available,1000,1000,2025-04-14
76013370,Được Học (Tái Bản),"Bill Gates, vị tỷ phú từng bỏ học (thậm chí chưa được “nửa chừng”) tại ngôi trường danh giá hàng đầu thế giới – Đại học Harvard – cũng đã đọc và tỏ lòng yêu mến cuốn sách với tựa gốc là Educated.Cuốn...",125580,182000,56420,31,2270.0,available,1000,1000,2025-04-14
74021317,Cây Cam Ngọt Của Tôi,“Vị chua chát của cái nghèo hòa trộn với vị ngọt ngào khi khám phá ra những điều khiến cuộc đời này đáng số một tác phẩm kinh điển của Brazil.”- Booklist“Một cách nhìn cuộc sống gần như hoàn chỉnh t...,83100,108000,24900,23,4910.0,available,1000,1000,2025-04-14
56609155,Trường Ca Achilles (Quà Tặng Kèm: 01 Bookmark + 01 Phụ Lục),"""HUYỀN THOẠI BẮT ĐẦU…Hy Lạp vào thời hoàng kim của các anh hùng. Patroclus là một hoàng tử trẻ vụng về, bị trục xuất tới vương quốc Phthia và được nuôi dạy dưới sự che chở của vua Peleus cùng cậu con...",120100,156000,35900,23,668.0,available,1000,1000,2025-04-14
52004412,D. Trump - Nghệ Thuật Đàm Phán (Tái bản 2020),"Quyển sách cho chúng ta thấy cách Trump làm việc mỗi ngày - cách ông điều hành công việc kinh doanh và cuộc sống - cũng như cách ông trò chuyện với bạn bè và gia đình, làm ăn với đối thủ, mua thành cô...",92600,109000,16400,15,451.0,available,1000,1000,2025-04-14
10005245,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,"Ngày xửa ngày xưa, những người sao Hỏa và sao Kim đã gặp gỡ, yêu nhau và sống hạnh phúc bởi họ tôn trọng và chấp nhận mọi điều khác biệt. Rồi họ đến Trái Đất và chứng lãng quên đã xảy ra: Họ quên rằng...",136000,188000,52000,28,53328.0,available,1000,1000,2025-04-14
3304875,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),"Điều Kỳ Diệu Của Tiệm Tạp HóaMột đêm vội vã lẩn trốn sau phi vụ khoắng đồ nhà người, Atsuya, Shota và Kouhei đã rẽ vào lánh tạm trong một căn nhà hoang bên con dốc vắng người qua lại. Căn nhà có vẻ k...",87100,105000,17900,17,1243.0,available,1000,1000,2025-04-14
276440258,"Bình Gas Bơm Bật Lửa Bluesky 5 Đầu Bơm Dung Tích 150gr/275ml Siêu Tiện Dụng, Bình Bơm Gas Bật Lửa Hàn Quốc","- Đối với những loại bật lửa đắt tiền bạn nên sử dụng những loại Gas tốt không tạp chất để đảm bảo cho bật lửa và cho chính bạn. Bình gas cho bật lửa sau khi bơm, nạp gas vào hộp quẹt, bật lửa rất nhạ...",58000,58000,0,0,272.0,available,1000,1000,2025-04-14
276328451,"Màn dây có cửa Funu, vải mềm mịn, mắt lưới nhỏ, định hình ổn định giúp thông thoáng, chống muỗi an toàn, bảo vệ giấc ngủ - Hàng chính hãng",...,160000,200000,40000,20,91.0,available,1000,1000,2025-04-14
276121882,"Ống hút inox LocknLock loại ống hút thẳng, ống hút cong, cọ rửa ống hút - JoyMall","Ống hút inox Lock&Lock loại ống hút thẳng, ống hút cong, cọ rửa ống hút - JoyMallKích thước: ống thẳng: 21.5x0.6cmChất liệu: Inox không gỉ, nặng tay và chắc chắn hơn các loại ống hút thông thườn...",5000,10000,5000,50,233.0,available,1000,1000,2025-04-14
275598585,"Dưỡng Hoa Tươi Lâu Greenhome, Longlife, Phân Bón Cho Hoa Cắt Cành, Gói 5gr, Lâu Tàn, Nở Bông To, Không Bị Hôi Nước","GIÁ SỈ SIÊU LỢI:Giá chỉ còn 1,7k Số lượng: 2000 gói 5grGiá chỉ còn 1,9k Số lượng: 1000 gói 5gr  Dưỡng hoa lâu tàn Long Life, gói 5gr, hoa tươi lâu, nở bông to, không bị hôi nước |Greenhome ...",2750,4900,2150,44,74.0,available,1000,1000,2025-04-14
275570245,Chảo Inox dập nguyên khối Elmich EL-2431OL,"Thông tin sản phẩmThiết kế hiện đại, chắc chắn – bền bỉ với thời gianCấu tạo nguyên khối (đáy liền thân 3 lớp) với chất liệu Inox 304 phía trong tuyệt đối an toàn cho sức khỏeCấu tạo nguyên khối g...",442000,900000,458000,51,99.0,available,1000,1000,2025-04-14
275511640,Chảo chống dính Elmich EL-4718OL,"– Thiết kế hiện dại, màu sắc trẻ trung, thời thượng– Kích thước nhỏ gọn, thuận tiện khi nấu nướng– Làm bằng hợp kim nhôm, bên trong phủ chống dính 3 lớp ILAG màu Smockygold an toàn và siêu bền , khô...",143000,289000,146000,51,119.0,available,1000,1000,2025-04-14
275410902,Cuộn Túi Hút Chân Không Thực Phẩm Một Mặt Nhám Một Mặt Trơn Dạng Hạt Mịn Phù Hợp Cho Tất Cả Các Dòng Máy Hút Chân Không GROFA, ...,59000,59000,0,0,36.0,available,1000,1000,2025-04-14
275224128,Combo 200 Túi Lọc Rác Bọc Bồn Rửa Chén Tiện Lợi,"-Bạn mệt mỏi vì đường ống thoát nước rửa bát bị tắc, bạn mệt mỏi vì phải lau rửa bồn rửa bát chứa nhiều cặn bẩn.-Túi lọc rác bồn rửa bát có công dụng lọc các cặn bẩn, các mẩu vụn thức ăn trong quá tr...",52000,55000,3000,5,99.0,available,1000,1000,2025-04-14
275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,"Chất Liệu Inox 304 – Bền Bỉ và An Toàn:Thân cốc được làm từ inox 304, chất liệu chống ăn mòn và an toàn cho sức khỏeVỏ Inox Sơn Tĩnh Điện – Đẳng Cấp và Chống Trầy xước:Với lớp vỏ inox sơn tĩnh điện, s...",147000,390000,243000,62,53.0,available,1000,1000,2025-04-14
273244983,Cốc giữ nhiệt inox 304 Elmich EL8309 dung tích 900ml - Hàng Chính Hãng,"Thông tin sản phẩm– Thiết kế nắp bật chắc chắn, nước ko bị đổ ra ngoài, màu sắc cá tính, phù hợp với cả 2 giới– Chất liệu inox 304 an toàn tuyệt đối cho sức khỏe.– Cách nhiệt tuyệt đối bằng chân khôn...",299000,559000,260000,47,115.0,available,1000,1000,2025-04-14
259514009,"10 Muỗng Đong Định Lượng Greenhome, 2 Đầu, Chia Vạch Sẵn, Tiện Lợi, Đong Phân Bón Dạng Bột, Gia Vị","💖 GIÁ SỈ SIÊU LỢI:💲Giá chỉ còn 800đ 🔅 Số lượng: 500 cái💲Giá chỉ còn 1.000đ 🔅 Số lượng: 300 cái  Muỗng Đong Định Lượng Greenhome, 2 Đầu, Chia Vạch Sẵn, Ti...",2780,4000,1220,31,2793.0,available,1000,1000,2025-04-14
226036798,Bình Giữ Nhiệt LocknLock 550ml LHC3249,"Đặc điểm nổi bậtBình Giữ Nhiệt LocknLock 550ml LHC3249 với thiết kế nắp mở một chạm dễ dàng, chỉ cần đẩy nhẹ sang trái để mở khóa đồng thời mở nắp.Miệng cốc rộng dễ dàng thêm đá viên và chùi rửa bê...",400000,622000,222000,36,1118.0,available,1000,1000,2025-04-14
207379266,"[Nguồn 220V] Đèn Led Đom Đóm Hạt Gạo Chống Nước Trang Trí Ngoài Trời, 8 Chế Độ Nháy","[Nguồn 220V] Đèn Led Đom Đóm Hạt Gạo Chống Nước Trang Trí Ngoài Trời, 8 Chế Độ Nháy Đóng gói:  1 dây led đom đóm hạt gạo nguồn 220V️ Tính năng Dây led đom đóm hạt gạo gồm một dây dài, có thể dùng để...",75050,79000,3950,5,142.0,available,1000,1000,2025-04-14
199728521,Bộ lau nhà đa năng Space Saving Sunhouse KS-CL3211P,"Chất liệu nhựa PP siêu bền, an toànBộ lau nhà đa năng Space Saving SUNHOUSE KS-CL3211PB được thiết kế tiện dụng với thùng vắt làm bằng nhựa nguyên sinh PP bền bỉ, chịu lực tốt, hạn chế chầy xước. Thi...",240000,450000,210000,47,944.0,available,1000,1000,2025-04-14
186558014,Combo 10 Móc Dán Tường Treo Đồ Đa Năng Siêu Chịu Lực,"Combo 10 Móc Dán Tường Treo Đồ Đa Năng Siêu Chịu LựcMỗi miếng dán sử dụng keo cường lực, độ bám dính tốt, nhưng khách chỉ nên dán trên bề mặt tường mịn màng, không lồi lỗ để đảm bảo thời gian sử dụng...",19000,20000,1000,5,3136.0,available,1000,1000,2025-04-14
162597633,"Combo 4 miếng dán đỡ kệ gỗ VINAVU, giúp chia ngăn tủ, không cần đóng đinh","Combo 4 miếng dán đỡ kệ gỗ VINAVU, giúp chia ngăn tủ, không cần đóng đinhSản phẩm khách hàng nhận được sẽ gồm 4 miếng dán tự chọn mẫu. Không trộn lẫn mẫu ở mỗi combo.Loại Đơn 7cmx7cm (Mẫu đặc biệt d...",45600,48000,2400,5,200.0,available,1000,1000,2025-04-14
155794592,"Kệ lò vi sóng đa năng Thép Carbon cao cấp Vando, kệ để đồ nhà bếp siêu chịu lực 300kg sơn tĩnh điện chống bong tróc, kệ nhà bếp ","TÍNH NĂNG CỦA KỆ ĐỂ ĐỒ ĐA NĂNG - GIẢI PHÁP CHO KHÔNG GIAN:Kệ siêu chịu lực 300kg, để càng nhiều đồ nặng kệ càng đầm chắc chắn hơn: xoong nồi, lò vi sóng, lò nướng,...Chất liệu cứng cáp, bền bỉ hơn ...",699000,900000,201000,22,814.0,available,1000,1000,2025-04-14
146432055,Túi Chân Không Tự Hút Đựng Chăn Mền Quần Áo Không Cần Dụng Cụ Hút,"Túi Chân Không Tự Hút Đựng Chăn Mền Quần Áo Không Cần Dụng Cụ HútSử dụng túi đựng chân không tự hút giúp bảo quản đồ dùng khỏi bụi bặm, hư hỏng hay nấm mốBên cạnh đó, túi ép chặt đồ bên trong, giúp t...",33250,35000,1750,5,1716.0,available,1000,1000,2025-04-14
128584341,Ổ cắm đa năng USB Rạng Đông dài 3m Model: OC02.USB 3C/3M/10A,Ổ cắm đa năng USB 3mModel: OC02.USB 3C/3M/10ADải điện áp hoạt động:(150-250)V/50HzDòng điện ổ cắm tối đa:10ACông suất ổ cắm tối đa:2500WĐiện áp danh định sạc USB:5VDải nhiệt độ h...,200000,200000,0,0,,available,1000,1000,2025-04-14
121396300,"Dây rút nhựa 10cm ,15cm, 20cm, 25cm, 30cm ( Khoảng 80 sợi/bịch )","** Dây rút nhưa 10cm, 15cm,25cm ,30cm MUA 10 BỊCH SIZE BẤT KỲ TẶNG 1 BỊCH LOẠI 10 CM ( 1 TẤC ) , MDây rút nhựa là một loại sợi được làm bằng chất liệu nhựa (PA Nylon 66) ưu điểm của nhựa polime này l...",28000,28000,0,0,1925.0,available,1000,1000,2025-04-14
120552065,Bình giữ nhiệt inox 304 Elmich EL-8013OL dung tích 480ml,"Chất liệu inox 304 an toàn tuyệt đối cho sức khỏeBình giữ nhiệt inox 304 Elmich EL-8013OL được làm bằng chất liệu inox 304 có khả năng chống ăn mòn tuyệt vời, bình giữ nhiệt Elmich EL-8013OL an toàn ...",145000,389000,244000,63,2157.0,available,1000,1000,2025-04-14
106563599,"Bóng đèn Philips LED Bright E27 bảo vệ mắt, ánh sáng vàng, ánh sáng trắng (01 bóng)","Bóng đèn Philips LEDBright E27 230V 1CT/12 APR, mang trong mình thiết kế hiện đại, mạnh mẽ và sang trọng đến từ thương hiệu Philips sẽ khiến bạn hài lòng trong quá trình sử dụng, chất lượng sáng cao, ...",67700,89500,21800,24,1597.0,available,1000,1000,2025-04-14
95335291,"Combo 10 cặp kẹp dán tường thông minh - Không cần khoan lỗ, đục tường- Chịu lực lên đến 3Kg","Siêu phẩm miếng dán tường treo giá, kệ mẫu mới nhất 2021 được đặt tận gốc nhà máy sản xuất với tỷ lệ keo dính chắc hơn gấp đôi loại thường.   ------------ TÍNH NĂNG NỔI BẬT -------------...",52250,55000,2750,5,171.0,available,1000,1000,2025-04-14
94778000,"Ô Dù che nắng, che mưa, có nút bấm 2 chiều, hàng chất lượng, dễ thương, thiết kế sang trọng và bền bỉ, ô dù có lựa chọn màu sắc, ","Ô dù được sản xuất trên công nghệ Nhật BảnĐộ mở rộng tới 120cm với 10 nan ô nan ô dày, thép dẻo chịu lực tốt hạn chế gập gẫy sản phẩmKhung, cán chắc chắn, bền đẹp không gỉNút bấm đóng mở tự động thời ...",196000,196000,0,0,1337.0,available,1000,1000,2025-04-14
89980825,"Bộ 2 nhả kem đánh răng tự động OENON, Kệ nhà tắm thông minh kèm cốc láp đặt dán tường - 2NHAKEM",Kệ Có 2 Nhả Kem Đánh Răng Tự Động OENON kèm cốcSản phẩm có 2 nhả kem đánh răng tự động 1 cho Bố Mẹ 1 cho Con YêuThương hiệu : OENONChất liệu: chất liệu ABS bảo vệ môi trườngBộ 2 cốc Liền 2 nhả ke...,229000,400000,171000,43,1153.0,available,1000,1000,2025-04-14
84886093,Vợt muỗi thông minh 3in1 SUNHOUSE SHE-PRO11.W,Đặc điểm nổi bậtVợt muỗi thông minh 3in1 Sunhouse SHE-PRO11.W tích hợp 3 chức năng: vợt muỗi + dèn diệt muỗi + đèn ngủ.Vợt có kiểu dáng gọn nhẹ với màu trắng sang trọng tạo nên chiếc vợt vừa hiện đ...,229000,344000,115000,33,1147.0,available,1000,1000,2025-04-14
82875291,"Bộ 2 thùng vải, hộp vải đựng đồ đa năng -Màu Nâu Kem + Tặng kèm dây cột tóc- Hộp vải đựng quần áo 2 size đựng quần áo, đồ lót, giày, văn phòng phẩm, đồ dùng cá nhân rất tiện lợi-Bộ 2 hộp vải đựng đồ vải canvas siêu xinh có nắp đậy, tủ vải đựng đồ hộp cái ","BỘ 2 HỘP VẢI ĐỰNG ĐỒ VẢI CANVAS Giúp bạn cất gọn đồ đạc, tiết kiệm không gianVải không dệt, gia cố các tông, chống mài mòn và bền.  Thiết kế tay cầm để dễ dàng cầm nắm    Thích hợp cho quần áo...",99000,99000,0,0,967.0,available,1000,1000,2025-04-14
81895232,"Combo 3 Giỏ treo chậu hoa ban công MONROVIA, giỏ sắt treo chậu hoa ban công, chậu treo ban công, kệ treo ban công, móc treo, khung thép, sơn tĩnh điện chính hãng thương hiệu MONROVIA ",GIỎ TREO HOA CHẬU HOA BAN CÔNG THƯƠNG HIỆU MONROVIA Chính hãng phong cách Châu âu Thương hiệu MONROVIA chính hãng đã được đăng ký bảo hộ tại cục sở hữu trí tuệ Việt Nam Thiết kế khác biệt với phon...,115000,115000,0,0,531.0,available,1000,1000,2025-04-14
73529777,"Kệ chén bát đa năng bằng thép carbon không gỉ, chống xước, sơn đen tĩnh điện, giá bát trên bồn rửa ráo nước cho nhà bếp sạch sẽ VANDO","KỆ ÚP CHÉN BÁT ĐĨA TRÊN BỒN RỬA VANDOKệ chén thông minh cho mọi căn bếp sạch sẽ, gọn gàng, giúp bạn hoàn chỉnh thiết kế nội thất gia đìnhĐẶC ĐIỂM NỔI BẬT:Kệ chén ráo nước trực tiếp trên bồn rửa giú...",399000,600000,201000,34,2888.0,available,1000,1000,2025-04-14
73124602,Bình Giữ Nhiệt Bằng Thép Không Gỉ Lock&Lock Vacuum Bottle LHC6180SLV (800ML),Bình Giữ Nhiệt Thép Không Gỉ Vacuum Bottle Lock&Lock LHC6180FU (800ml) - Xanh Đậm thiết kế xách tay dễ dàng cho việc mang theo. Màu sắc nổi bật mang đển cảm giác trẻ trung khi sử dụng.Bình g...,507750,677000,169250,25,1555.0,available,1000,1000,2025-04-14
